book_id,slug,title,existing_tags,suggested_theme_tags,suggested_geo_tags,merged_tags,changed
e7797f74-ef45-49aa-9e9a-2dbbac72ecfb,the-fall-and-my-camera-lars-schwander,The Fall (and my camera),,street,copenhagen; denmark,street; copenhagen; denmark,yes
c86b6f46-7c70-43d1-a1bc-ba0525d64a21,motherland-simon-roberts,Motherland,,landscape; portraits,russia,landscape; portraits; russia,yes
61facb6f-d414-48ae-899c-b30b62076f05,clouds-esther-klas,clouds,,,,,no
a4ce8965-3a38-4b78-9a46-69d909b2f28b,tuning-the-sky-jeronimo-ruedi,Tuning the Sky,,,,,no
b202e56c-5646-4aab-9a91-32c96b6f7714,jacuzzi-of-despair-sharon-van-overmeiren,Jacuzzi of Despair,,,,,no
696ac8ce-cf48-4090-8d24-db85308217c2,straight-man-funny-guy-zolo-zine-1-frank-benson,Straight Man Funny Guy,,,,,no
693da5ed-3051-40b5-88c7-dd0c5f02839c,walden-or-life-in-the-woods-archive-1993-2024-vol-2-peter-funch,"Walden; Or, Life in the Woods, Archive 1993-2024, Vol. 2",,nature,,nature,yes
2e8a5e90-2290-44a2-933d-2754480f8378,that-way-william-pym-1,That Way,,,,,no
8389f181-83f6-4e3c-8ca8-ec2e6aed5632,the-encounter-stephan-crasneanscki,The Encounter,,germany,freiburg; germany; todtnauberg,germany; freiburg; todtnauberg,yes
3dfe2a46-e167-48c5-b8d3-c887d2641c03,after-london-simon-roberts,After London,london,urban,london; united kingdom,london; urban; united kingdom,yes
4695def4-0e42-4479-a938-3bc5e162e7f5,wild-children-osamu-yokonami,Wild Children,,asia; portraits,,asia; portraits,yes
c8230674-1e82-4a87-ac29-5c3d7d665e7f,june-annemarieke-van-drimmelen-jasper-krabbe,June,,nature,greece; hydra,nature; greece; hydra,yes
b3d87b9d-7f75-4abf-b72d-3ff65270fec1,as-far-as-close-dudi-hasson,As Far As Close,,portraits,,portraits,yes
15627c6b-0670-4b91-b956-43f8af945bed,behind-glass-lisa-sorgini,Behind Glass,,,australia,australia,yes
4c218e32-864d-4dc5-918c-da833974b987,big-hair-joe-lai-heitai-cheung,Big Hair,,asia,japan; tokyo,asia; japan; tokyo,yes
7e0e3fd8-1f3a-4404-aa1b-b8416973a13e,anamnesis-aliki-christoforou,Anamnesis,,,,,no
49a61440-8ee0-465e-9c30-c1fe1fee4fb1,marlene-charlotte-lapalus,Marlène,,france,,france,yes
da46fe86-4c09-4fdf-9189-c517d8559a5b,i-close-my-eyes-then-i-drift-away-katrien-de-blauwer,"I Close My Eyes, Then I Drift Away",,france,arles; france,france; arles,yes
8cffd631-a6af-4448-bc07-ec7228495682,table-maggie-cowles,Table !,,,,,no
cabfd90d-db40-4092-aa75-d5c200821a63,hrtlnd-mads-holm,Hrtlnd,urban; landscape,europe; urban,,urban; landscape; europe,yes
cc60ff90-5ebe-482a-ba60-2b60e05d3826,clin-dil-cecile-poimbuf-koizumi-stephen-ellcock,Clin d'œil,,,,,no
186caf44-c88b-406a-ae18-ef3f65a0e903,words-on-paper-coco-capitan,Words on Paper,,,,,no
a0bfa5ad-3677-4cc9-b729-f28222ca7ff1,you-smell-different-but-youre-just-the-same-iris-de-mouy,You smell different but you're just the same,,,,,no
0b6c10be-0bc9-47d3-b5dd-c197698c4c9a,iconography-vincent-ferrane,Iconography,,france; portraits,,france; portraits,yes
93f32db5-4dc4-47bd-9d3f-a86f46dbb987,frida-forever-frida-lisa-carstensen-jers,Frida Forever,,portraits,copenhagen; denmark,portraits; copenhagen; denmark,yes
5055ca93-fb59-4651-9bda-93318052d3f3,arn-vol7-eric-tabuchi-nelly-monnier,ARN Vol.7,astarac; aubrac; champagne troyenne; alcools; clermontois; genevois; balles; marana – casinca; montalbanais; maisons closes; puisaye; saumurois; pays de la vienne; restauration rapide,france; landscape,,astarac; aubrac; champagne troyenne; alcools; clermontois; genevois; balles; marana – casinca; montalbanais; maisons closes; puisaye; saumurois; pays de la vienne; restauration rapide; france; landscape,yes
088f38f8-b463-4bcd-8ab4-661639170192,iroha-kazuo-kitai,Iroha,,japan,,japan,yes
5e463a0c-f4be-4013-ae70-dc9e738ddc1b,to-be-developed-to-be-continued-odette-england,"To Be Developed, To Be Continued",,portraits,,portraits,yes
f1da07d2-84fb-49a0-aab9-f6378ef6c5a3,distant-calls-in-fading-light-christine-ward,Distant Calls in Fading Light,,australia; nature,,australia; nature,yes
43885d95-6ee5-4e34-baa0-050a53d0d7ab,looking-at-my-brother-julian-slagman,Looking at My Brother,,portraits,malmö; sweden,portraits; malmö; sweden,yes
c2cfdeca-1e4c-463e-85cd-25c9883953bf,the-unposed-eoat-michala-paludan,The Unposed (EoAT),,urban,copenhagen; denmark; germany; japan; korea; united states,urban; copenhagen; denmark; germany; japan; korea; united states,yes
b9313639-f4fb-4459-ac07-9fbb16891744,a-duprez-alexandra-duprez,A. Duprez,,,,,no
efe6fe65-37bb-492e-8d13-9bb4df5ea78f,suu-taemin-ha,süü,,asia; nature; portraits,mongolia,asia; nature; portraits; mongolia,yes
798fee97-9316-4026-80f4-4b98392d90a7,la-ronde-des-hirondelles-florence-cuschieri,La Ronde des hirondelles,,europe; france; landscape,briançon; france,europe; france; landscape; briançon,yes
3e35ba42-17a6-4215-8687-9835045ca88d,the-name-we-hold-luca-iovino,The Name We Hold,,europe; italy,florence; italy,europe; italy; florence,yes
2cd9a2a9-6954-4fb7-b573-bb743c22d86c,three-circles-around-the-sea-colin-aherne,three circles around the sea,,europe,georgia; tbilisi,europe; georgia; tbilisi,yes
13adfa3c-5094-4261-bc13-34bb193bdb98,wanderlust-andrew-d-mcclees,Wanderlust,landscape; american west; usa,america,montana; usa,landscape; american west; usa; america; montana,yes
734295ca-0e53-46ca-bbfa-caa6f8dce5da,terre-a-lamende-mark-power,Terre à l’Amende,guernsey; channel islands,europe,guernsey,guernsey; channel islands; europe,yes
09e44da5-b541-4c4c-b7e4-4dad42687686,screenshots-from-a-series-of-videos-about-a-rice-field-and-its-surroundings-cintia-tortosa-santisteban,Screenshots from a series of videos about a rice field and its surroundings,,asia; still life,japan,asia; still life; japan,yes
93f75754-7010-4b05-8219-1240aa6f655f,photographs-1978-1985-christine-furuya-gossler,Photographs (1978-1985),,,,,no
5afd06ff-b290-421a-bee0-d5b58869f242,juarez-terry-allen,Juarez,juarez; mexico,america,lubbock; united states,juarez; mexico; america; lubbock; united states,yes
14c38df9-bddd-4717-b8b4-d9ae0c9b0023,stains-ashes-ola-rindal,Stains & Ashes,,,,,no
c0153c5e-7875-4cb8-a00e-7079d4b60f50,ocean-rain-jose-pedro-cortes,Ocean Rain,azores; canary islands; cape verde,landscape,ponta delgada; portugal,azores; canary islands; cape verde; landscape; ponta delgada; portugal,yes
ce72908d-eb64-4075-8718-e4f6e110bbc7,between-the-skin-and-sea-katrin-koenning,between the skin and sea,,,,,no
5d7d438b-6d92-4ec3-a4b0-c634ffdd7795,popihuise-vuyo-mabheka,Popihuise,,africa,,africa,yes
99a9fa89-ec1f-47c0-92f2-e426c9122581,china-1986-melanie-friend,China 1986,,asia,,asia,yes
f07de190-1f16-45cd-a337-6441beab53e4,no-space-ivette-spradlin,No Space,photography; urban; walls; graffiti,,,photography; urban; walls; graffiti,no
25653665-1e03-4cbc-9166-60ad9bdab99f,icebreaker-mark-power,Icebreaker,snow; ice; shipping; scandinavia,europe; germany,finland; finnish,snow; ice; shipping; scandinavia; europe; germany; finland; finnish,yes
6ce93522-b323-47e3-9d85-e014e058bb13,carnets-johanna-tagada-hoffbeck,Carnets,,nature,,nature,yes
12fb4cdf-5651-4b91-880e-672e932609e8,a-difficulty-is-a-light-rebecca-norris-webb,A Difficulty Is a Light,,america; europe; italy,cape cod; carolinas; dakotas; france; italy; new england; northern france; trieste; united states,america; europe; italy; cape cod; carolinas; dakotas; france; new england; northern france; trieste; united states,yes
6a7637f0-f2f9-4b38-8064-7019b5604ec9,sunshine-state-ivette-spradlin,Sunshine State,florida; nature; landscape; river; black and white,landscape; nature; urban,tampa; united states,florida; nature; landscape; river; black and white; urban; tampa; united states,yes
cf2d4ff2-3fc6-470f-ad3f-2d46b4c4d70c,the-warehouses-ivette-spradlin,The Warehouses,photography; screenprinting; black and white; punk; warehouse; living; skateboarding,,,photography; screenprinting; black and white; punk; warehouse; living; skateboarding,no
1e8c25c9-97ef-4c2c-9e17-eace8b3f4ca0,plates-i-xxxi-lia-darjes,Plates I-XXXI,,nature,,nature,yes
4eb8a73d-df28-4343-b6e4-00fba4b0b439,silence-is-a-gift-ciro-battiloro,Silence is a Gift,,italy; portraits,cosenza; italy; naples; torre del greco,italy; portraits; cosenza; naples; torre del greco,yes
e6fb4037-3a84-45c1-bc8b-eec0d3664b10,relative-moments-deanna-dikeman,Relative Moments,,america; portraits,,america; portraits,yes
85e4f36e-16e6-4f0c-8c12-0404b63f6f00,los-angeles-1976-bevan-davies,"Los Angeles, 1976",,architecture; urban,los angeles; usa,architecture; urban; los angeles; usa,yes
25f2b8d4-24b7-4741-9284-eea2db539027,the-gray-friars-of-canning-town-simon-roberts,The Gray Friars of Canning Town,,,canning town; uk,canning town; uk,yes
bdc3f929-87df-40e3-bd40-151120ab23ab,holy-night-issei-suda,Holy Night,,urban,japan; tokyo,urban; japan; tokyo,yes
4846755e-5a5b-4c34-829b-1ee1374f936c,mystery-street-vasantha-yogananthan,Mystery Street,,landscape; portraits,new orleans; usa,landscape; portraits; new orleans; usa,yes
1a152078-34ca-4d6f-86f6-facf039e09ff,insieme-irina-rozovsky-mark-steinmetz,Insieme,,nature,castelfranco veneto; italy; lecce,nature; castelfranco veneto; italy; lecce,yes
b837902b-aabb-4efe-88ac-3ef11631da54,thirty-cuts-jim-goldberg,Thirty Cuts,,,,,no
0203bb81-9e87-4496-8068-70d8ea9407a8,book-of-stacks-stacks-of-books-jared-bark,"Book of stacks, Stacks of books",,,usa,usa,yes
f42b976a-27f7-4475-80e9-846a0372a03e,sokohi-moe-suzuki,Sokohi,,,,,no
7f4849df-6e55-4b53-8001-78cdba9d0d42,new-canvas-daniel-gordon,New Canvas,,,,,no
62d0d247-8eed-4e3f-a941-e004a7e66338,the-shipping-forecast-mark-power,The Shipping Forecast (Extended Edition),bbc radio; weather; lyrical documentary,europe,british isles; united kingdom,bbc radio; weather; lyrical documentary; europe; british isles; united kingdom,yes
2a128a20-6feb-4f7f-b684-04e8e02aed46,family-diary-issei-suda,Family Diary,,asia,japan,asia; japan,yes
a346b6c6-e1ae-47a1-b9e3-c365411e07ef,unearth-001-shun-kadohashi,Unearth 001,,,,,no
f8d69b7d-c504-45f2-b409-f7a7313e916b,isolated-houses-john-divola,Isolated Houses,los angeles,america; urban,los angeles; united states,los angeles; america; urban; united states,yes
e2e10d5e-d696-4885-acf5-f762a95bbf88,corps-flottants-constance-guisset,Corps flottants,,,,,no
73ca106f-45d0-472b-aea1-b5b0a4c436a9,do-insects-play-johanna-tagada-hoffbeck,Do Insects Play?,,asia,india,asia; india,yes
4eb89dd5-f658-45cd-9050-c479eaeebcfa,painting-toshio-shibata,Painting,,asia; landscape,japan,asia; landscape; japan,yes
3ce8c577-9be6-47f9-8f8c-c4ad9c737ae3,driving-through-flyover-country-lewis-ableidinger,Driving Through Flyover Country,,america; landscape,midwest; united states,america; landscape; midwest; united states,yes
4cfff3f1-60ec-4b1b-993d-db2b6d2808b6,son-pictures-trent-davis-bailey,Son Pictures,,,sioux city; united states,sioux city; united states,yes
2bde8034-3580-4f24-b0b0-07cc58eba74b,instant-winter-florida-noah-waldeck,Instant Winter Florida,,america; landscape,florida; united states,america; landscape; florida; united states,yes
d6b4411a-b4af-4e9c-831c-a09862c86fcf,rafu-michael-kenna,Rafu,,japan,,japan,yes
af4b7004-993f-4022-8894-2c007364b3f9,leaving-and-waving-deanna-dikeman,Leaving and Waving,,portraits,,portraits,yes
94e8c347-373e-4941-b7c2-d3443b004483,republique-berangere-fromont,République,,france; urban,france; paris,france; urban; paris,yes
c768f4a6-7a86-4469-b679-a29e62bc402d,unearth-002-chinoko-sakamoto,Unearth 002,,,,,no
8c16acc4-26eb-4892-ba09-fddc9b1078b3,voir-et-imaginer-alexandra-duprez,Voir et Imaginer,,,,,no
115b4bf2-8a8e-4387-b2e7-ccdfda4ae1f6,milk-teeth-amy-woodward,Milk Teeth,,,,,no
ac9ff20d-6ba3-4eb5-aa3f-7e1b3b450623,languor-cody-haltom,Languor,,nature; urban,new york; united states,nature; urban; new york; united states,yes
98578ded-179f-46af-bed7-5fb64edc7555,mother-of-dogs-cody-haltom-and-matthew-genitempo,Mother of Dogs,,,marfa; united states,marfa; united states,yes
b721afd7-c525-4aef-bf64-b62d20bacce7,soft-eyes-henry-wessel,Soft Eyes,,landscape; portraits,california; united states,landscape; portraits; california; united states,yes
d50ca3f5-23f0-4a7c-854f-05c8b2753b31,the-quiet-engineer-luigi-danieli,The Quiet Engineer,,architecture; europe,italy,architecture; europe; italy,yes
db506a0d-29ea-4b0e-94c3-38306ed57ee3,amma-vasantha-yogananthan,Amma,,asia,india; nepal; sri lanka,asia; india; nepal; sri lanka,yes
c906985f-38d9-4611-b2bc-9e475f71d3fb,jeux-de-mains-cecile-poimbuf-koizumi-stephen-ellcock,Jeux de mains,,,,,no
59602f93-849e-45ed-9e81-f0223269c3ac,city-confessions-4-milano-ed-templeton,City Confessions #4 MILANO,,street,italy; milano,street; italy; milano,yes
e8e54ba0-77eb-4e49-98d8-b72d43d2302f,small-myths-mikiko-hara,Small Myths,,portraits,,portraits,yes
2cfb273a-008c-41a0-9b3e-cec0d3df7686,st-agnes-place-squat-janine-wiedel,St Agnes Place Squat,,street; urban,london; united kingdom,street; urban; london; united kingdom,yes
fa7ace1d-7d24-40df-9efc-03198ecdc9b5,collider-carl-wooley,Collider,,landscape,geneva; switzerland,landscape; geneva; switzerland,yes
dcb5e1f4-cfbc-4be5-b575-82bff19dd0c1,good-morning-america-volume-iv-mark-power,"Good Morning, America (Volume IV)",usa; landscape; politics,america,,usa; landscape; politics; america,yes
dfb945b5-b878-4d05-8a4e-8020451c9dbd,face-to-face-seiichi-furuya-christine-furuya-gossler,Face to Face,,europe; portraits,austria; berlin; germany; graz; japan; tokyo; vienna,europe; portraits; austria; berlin; germany; graz; japan; tokyo; vienna,yes
a7ea86d6-eef3-4c22-90f7-26c1c96d048d,irreversible-order-lisa-donneson,Irreversible Order,photography,nature,,photography; nature,yes
d1bd88dd-688d-46e2-8d2c-2b3cf7c98a24,tbilisi-interiors-anna-tsitsishvili,Tbilisi Interiors,photography,architecture; urban,georgia; tbilisi,photography; architecture; urban; georgia; tbilisi,yes
1cbe3245-9814-4ea4-b6fe-dfbeb482d470,bellissima-carla-rossi,Bellissima,photography; fashion,italy; portraits,,photography; fashion; italy; portraits,yes
30026758-6f5a-4a51-83ac-417d65a5c0da,as-real-as-it-gets-thomas-nolf,As Real As It Gets,photography,urban,,photography; urban,yes
709daa8c-509a-4987-acdb-9ca57a9cd4f2,napoli-nord-vincenzo-pagliuca,Napoli Nord,,portraits,italy; napoli,portraits; italy; napoli,yes
aadf1a12-39bd-4911-965a-c99ad7edd1e4,errors-of-possession-cody-haltom,Errors of Possession,,america,oregon; united states; washington,america; oregon; united states; washington,yes
3c2d7dbc-ea38-494b-ab78-45065ab1b1d0,cwm-the-fair-country-ken-grant,Cwm: The Fair Country,,landscape,beaufort; ebbw vale; fochriw; wales,landscape; beaufort; ebbw vale; fochriw; wales,yes
6a904017-6b4a-4207-b3af-f2f6139f5d01,afterlife-vasantha-yogananthan,Afterlife,,asia,india; rajasthan; tamil nadu,asia; india; rajasthan; tamil nadu,yes
5c5d0a55-41c4-4cd3-ab75-431d06fd8999,as-it-is-rinko-kawauchi,As it is,,portraits,japan; tokyo,portraits; japan; tokyo,yes
09fe7127-2824-4c67-85ac-89d30f281584,up-here-i-am-weightless-james-parker,Up Here I Am Weightless,,landscape,,landscape,yes
4240fbd9-4c9b-4bcf-b077-446e5d04a09c,the-grand-scheme-chris-round,The Grand Scheme,,landscape,australia; snowy mountains,landscape; australia; snowy mountains,yes
6a08268c-4c33-4b93-87c2-e653e8fd993c,24-hr-locksmith-randy-kennedy,24-HR Locksmith,,,,,no
8df793be-ceb6-4379-8ba5-5bb159217f63,cosmopolite-fabien-ecochard,Cosmopolite,,france; street,france; paris,france; street; paris,yes
d321720e-30b4-4260-a7ed-93a3494d35ce,san-fernando-valley-john-divola,San Fernando Valley,,america; urban,los angeles; united states,america; urban; los angeles; united states,yes
9b596cd9-eaee-4db4-8519-faf91fef6027,stickybeak-julie-cockburn,Stickybeak,,,,,no
2a736d25-fdcc-446c-9400-7bc71b117a2e,amour-claudine-doury,Amour,,asia; landscape; nature,amur river; russia,asia; landscape; nature; amur river; russia,yes
97c46b7b-7084-4b26-8d8d-8c3ea61759b7,andata-ritorno-nathalie-du-pasquier,Andata-Ritorno,,,,,no
475163e7-cace-4b7b-8568-fff7d97175a8,howling-winds-vasantha-yogananthan,Howling Winds,,asia,india; sri lanka; tamil nadu,asia; india; sri lanka; tamil nadu,yes
db93abe1-ac1b-4aea-8c57-0a52f12f0a3b,if-youve-seen-it-all-close-your-eyes-coco-capitan,If you’ve seen it all close your eyes,,,,,no
c0874ca8-f663-4764-86b0-c28fbeecc057,horses-are-blue-iris-de-mouy,Horses Are Blue,,,,,no
265772c0-2dbb-4a5e-98d1-da6bab9ce65a,westminster-childrens-hospital-mark-power,Westminster Children's Hospital,,urban,london; uk,urban; london; uk,yes
5240cb13-920d-4e08-9d59-0eb297ee986e,halfstory-halflife-raymond-meeks,Halfstory Halflife,,landscape,new york; usa,landscape; new york; usa,yes
fc67e7a1-d8b6-4c22-a18f-0aa59af6b119,the-sound-of-two-songs-mark-power,The Sound of Two Songs,poland,europe,poland,poland; europe,yes
2a297ef3-81e0-4ee6-bed0-a7e743042bd6,portlanders-nick-gervin,Portlanders,,america; portraits,portland; usa,america; portraits; portland; usa,yes
e539f075-e67e-4800-a2b6-58d658e52124,exile-vasantha-yogananthan,Exile,,asia,india,asia; india,yes
17a1757c-790d-4030-a938-bf1d9426ac70,summertime-mark-steinmetz,Summertime,america; california,portraits; still life,,america; california; portraits; still life,yes
5a063450-6f2a-400a-9b6f-598c65ba2956,kito-masako-tomiya,Kito,,nature,aomori; japan,nature; aomori; japan,yes
b4167ff4-77ec-48dd-a6b4-fb7b23161f73,behind-the-glass-alexandra-catiere,Behind the Glass,,landscape; portraits,belarus; minsk; moscow; russia,landscape; portraits; belarus; minsk; moscow; russia,yes
efbc296a-54cf-4309-bda1-42c97538571f,astres-noirs-2-katrin-koenning-sarker-protick,Astres Noirs 2,,,,,no
f715dd6a-2678-4918-8c2e-c211e043bc5a,the-promise-vasantha-yogananthan,The Promise,,asia,india; nepal,asia; india; nepal,yes
fbb02c90-e4b5-4c89-ba6e-87ab3b9e29df,after-primal-osamu-yokonami,After Primal,,portraits,japan,portraits; japan,yes
c0cbf599-326f-4926-a99a-704938236329,the-childrens-melody-eli-durst,The Children's Melody,,,,,no
6b428e09-fad6-474b-88fb-da3702a5024e,hardtack-rahim-fortune,Hardtack,,america; landscape; portraits,texas; united states,america; landscape; portraits; texas; united states,yes
2004578e-ea99-4b7a-896e-a18ae20d0509,early-times-vasantha-yogananthan,Early Times,,asia,india,asia; india,yes
cb322d57-dd5a-429b-8dc6-57acdf29c00b,astres-noirs-katrin-koenning-sarker-protick,Astres Noirs,,,,,no
acf3cde5-0680-4616-bf9a-9faaeb46c74c,shoji-ueda-shoji-ueda,Shoji Ueda,,japan; landscape; still life,japan; tottori,japan; landscape; still life; tottori,yes
9c2d7e79-1620-4467-879d-e7ee4447e665,dias-pia-riverola,Días,,landscape; still life; street,italy; japan; los angeles; mexico; mexico city; rome; spain; tokyo; usa,landscape; still life; street; italy; japan; los angeles; mexico; mexico city; rome; spain; tokyo; usa,yes
060580c1-a817-448d-a5bc-3a733d5119c4,workbooks-nigel-shafran,Workbooks,,,,,no
9d3bea9e-d367-4ce5-99e5-971b5a4981f8,piemanson-vasantha-yogananthan,Piémanson,,france; landscape,france; piémanson,france; landscape; piémanson,yes
8ccd7989-5ca6-498b-9575-bf516fbe618e,you-could-at-least-pretend-to-like-yellow-katrien-de-blauwer,You Could at Least Pretend to Like Yellow,,,,,no
ce803432-23e0-4662-8889-095349b5ffe8,she-is-warm-iringo-demeter,She Is Warm,,,,,no
491648a8-126e-42ef-bcc5-c482c1f7aad6,silent-coast-rob-ball,Silent Coast,,landscape; urban,england,landscape; urban; england,yes
0e38532e-02d2-4813-b284-5d2b56d5196f,i-called-her-lisa-marie-clementine-schneidermann,I called her Lisa-Marie,,portraits,memphis; newport; porthcawl; usa; wales,portraits; memphis; newport; porthcawl; usa; wales,yes
212cb033-90ec-46b6-88a9-c4f520963b0c,dandaka-vasantha-yogananthan,Dandaka,,asia,india,asia; india,yes
6e3b5f89-15e8-4eed-9a1d-eac4528b6472,78-issei-suda,78,,asia; urban,japan; tokyo,asia; urban; japan; tokyo,yes
2d7ae142-e755-4c95-8edc-83dc1c8b6fd0,american-glitch-andrea-orejarena-caleb-stein,American Glitch,,america,,america,yes
2963d557-cf54-4a14-9b07-eff828e2956f,little-passing-thoughts-orfeo-tagiuri,Little Passing Thoughts,,,,,no
3b8c6e68-e4ba-4222-8430-952fca18a4c0,sobras-geraldo-de-barros,Sobras,,nature; portraits,brazil; são paulo,nature; portraits; brazil; são paulo,yes
da7b599a-408f-4dff-876a-caf05f2582e6,sub-sole-massao-mascaro,Sub Sole,,landscape,athens; ceuta; greece; istanbul; italy; lampedusa; naples; palermo; spain; tunis; tunisia; turkey,landscape; athens; ceuta; greece; istanbul; italy; lampedusa; naples; palermo; spain; tunis; tunisia; turkey,yes
1af112d9-4f34-46c5-9fa8-4b8f75347781,first-trip-to-bologna-1978-last-trip-to-venice-1985-seiichi-furuya,First Trip to Bologna 1978 / Last Trip to Venice 1985,,europe; portraits,bologna; italy; venice,europe; portraits; bologna; italy; venice,yes
7f08d5df-aa86-4b43-b444-1e2b06e25835,waiting-out-the-latter-days-steven-b-smith,Waiting Out the Latter Days,cold war; utah,,usa; utah,cold war; utah; usa,yes
13c78aef-2310-42f7-97c3-b399868e136e,1960-80-fusako-kodama,1960-80,,asia,japan,asia; japan,yes
e6a44c39-a583-430e-b817-f10a94495683,in-passing-lisa-sorgini,In-Passing,,,australia,australia,yes
ca489248-88c9-4f61-9e07-bd181fb28c0a,the-boyfriend-casting-rosie-harriet-ellis,The Boyfriend Casting,,,,,no
c7077b3d-0e65-45cf-84d4-c51eb4ef0a84,the-vulgarity-of-being-three-dimensional-tine-bek,The Vulgarity of Being Three-Dimensional,,architecture,denmark,architecture; denmark,yes
d4e5f849-4443-46b6-8a84-570b3b686e07,big-bug-jake-nemirovsky,Big Bug,,,,,no
bcb46e17-f327-49b0-81da-78fdfc3d5f9c,six-cinder-blocks-on-top-of-a-wall-justin-fiset,Six Cinder Blocks on Top of a Wall,,urban,los angeles; united states,urban; los angeles; united states,yes
505bd90b-343b-476f-a1f0-8e823fd3404a,tonal-olivia-malone,Tonal,,,america,america,yes
35c9cf68-01e8-4148-a2c5-bf90e3e82ffb,new-york-harry-gruyaert,New York,,urban,new york; united states,urban; new york; united states,yes
6a581116-3643-4f06-957a-001094053c95,des-oiseaux-mario-giacomelli-mario-giacomelli,Des oiseaux - Mario Giacomelli,,landscape; nature,italy; marche,landscape; nature; italy; marche,yes
5d9e2f91-934a-49fa-a321-6bd897ae8c5c,56-days-in-arles-francois-halard,56 Days in Arles,,france,arles; france,france; arles,yes
2e52d022-573f-451b-8b56-c13dc7552010,hotel-okinawa,Hotel Okinawa,japan; okinawa; america,asia,japan; okinawa,japan; okinawa; america; asia,yes
941d91f8-3282-4b79-baf1-eedff5a7b6d1,rye-hill-newcastle-1968-carolyn-scott,"Rye Hill, Newcastle 1968",,urban,newcastle; uk,urban; newcastle; uk,yes
d47ffe5a-73d7-4246-8747-5b803d2f9b02,glasgow-19781999-series-2-books-alan-dimmick,Glasgow 1978–1999 series 2 books,,urban,glasgow; uk,urban; glasgow; uk,yes
f7dff5ad-8193-47e5-917c-4f9a24ae8c89,yderst-sebastien-van-malleghem,Yderst,,europe,belgium; france; norway,europe; belgium; france; norway,yes
9371e81f-b105-467b-a7f9-c34846139058,participation-jordan-weitzman,Participation,,portraits,,portraits,yes
6582c0da-40eb-47c7-9630-3c53531a605b,in-the-flap-of-a-birds-wing-water-dries-up-eriko-masaoka,"In the Flap of a Bird’s Wing, Water Dries Up",,nature,hokkaido; japan; kagoshima; kikaijima; okinawa; osaka; tokyo,nature; hokkaido; japan; kagoshima; kikaijima; okinawa; osaka; tokyo,yes
0aaad91f-d407-4a05-86db-a434a54ddfa9,suzanne-and-louise-herve-guibert,Suzanne and Louise,,france; portraits,france; paris,france; portraits; paris,yes
55e836c0-4764-4043-815f-bd94cfb8e66e,un-luogo-bello-alessandro-mallamaci,Un luogo bello,documentary photography; landscape photography; calabria; italy,italy,,documentary photography; landscape photography; calabria; italy,no
35b451e7-925f-4e72-93cf-8de09d6d730e,the-only-face-herve-guibert,The Only Face,,portraits; urban,czech republic; germany; hungary; italy; poland; spain; united states,portraits; urban; czech republic; germany; hungary; italy; poland; spain; united states,yes
7dc4da06-2926-4ede-9235-f72b80c28fd7,the-ice-palace-is-gone-ian-lewandowski,The Ice Palace is Gone,,landscape; urban,brooklyn; united states,landscape; urban; brooklyn; united states,yes
9ef98a8b-f88b-41ae-a30c-63f452e6ee87,giphantie-romain-bernini,Giphantie,,nature,,nature,yes
9c47998c-dc25-4eb5-a33d-ab04c233da52,eboro-nuits-balneaires,Eboro,,africa,,africa,yes
c8a13fa1-302a-4219-b2be-946f6ac762c1,ferdinandea-the-ephemeral-island-clement-cogitore,"Ferdinandea, the Ephemeral Island",,architecture; europe,italy; kélibia; sciacca; tunisia,architecture; europe; italy; kélibia; sciacca; tunisia,yes
ed45083b-e365-4e7e-b7db-c39350c1c581,site-specific-matt-dunne,Site Specific,,urban,,urban,yes
679f10b2-71f1-402b-a3ee-60b2e1c7d799,beware-of-people-who-dislike-cats-morganna-magee,Beware of People Who Dislike Cats,,nature,,nature,yes
0d239e4f-3649-4611-bfc6-765a67ae927d,the-dead-are-glad-to-be-remembered-todd-hido,The Dead Are Glad to Be Remembered,,portraits; urban,,portraits; urban,yes
7eff2d0d-6962-4233-a54d-99f2281517f8,un-desir-absolu-de-memoire-pauline-vermare,Un désir absolu de mémoire,,europe,ireland,europe; ireland,yes
ca3e2468-e096-4bd9-beb4-bf70ceab0c56,lifes-a-beach-martin-parr,Life's a beach,,landscape,argentina; brazil; china; italy; japan; latvia; mexico; spain; thailand; united kingdom; united states,landscape; argentina; brazil; china; italy; japan; latvia; mexico; spain; thailand; united kingdom; united states,yes
a263f60f-24ee-4180-9199-5798a1d25d75,out-of-place-jo-ractliffe,Out of Place,,africa,,africa,yes
d2aa89d9-abd6-41cd-bd92-a2826a6637b7,old-sweater-gets-new-uses-katrien-de-blauwer,Old Sweater Gets New Uses,,,,,no
5c8ed3dd-4593-4b36-b3af-a95a467d6470,london-19731985-ian-dawson,London 1973–1985,,,london; united kingdom,london; united kingdom,yes
b42b1b7c-a2ba-4b6c-bea7-5b593470cf8e,coney-island-1973-peter-netley,Coney Island 1973,,,coney island; united states,coney island; united states,yes
86a84dc7-4857-4431-9ad5-faa1670c1a73,bolton-1970s1980s-series-4-books-don-tonge,Bolton 1970s–1980s Series 4 Books,,,,,no
a6da8fee-a48f-4c4e-8b54-e7b64e2b5d50,the-velvet-underground-new-york-196566-adam-ritchie,"The Velvet Underground, New York 1965–66.",,america,new york; united states,america; new york; united states,yes
